epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
107,2637.11,1.13503,1.05001,1.57408,0.66522,0.67886,0.69348,0.44221,1.48251,1.23737,1.96405,0.003004,0.003004,0.003004
108,2661.1,1.12051,1.04505,1.55832,0.65676,0.70562,0.7072,0.46365,1.48766,1.19836,1.97863,0.002938,0.002938,0.002938
109,2685.32,1.12451,1.05421,1.56375,0.66097,0.69563,0.70092,0.46135,1.48171,1.23007,1.97603,0.002872,0.002872,0.002872
110,2708.63,1.1196,1.02951,1.54946,0.63985,0.74343,0.7054,0.45747,1.48258,1.20038,1.98011,0.002806,0.002806,0.002806
111,2732.38,1.12519,1.03878,1.55639,0.59627,0.7413,0.69204,0.44108,1.48579,1.23068,1.98129,0.00274,0.00274,0.00274
112,2758.04,1.10705,1.03722,1.54768,0.64049,0.6969,0.69304,0.44636,1.49898,1.23511,1.99407,0.002674,0.002674,0.002674
113,2783.53,1.11592,1.02928,1.54969,0.65395,0.71361,0.71559,0.45738,1.50922,1.22169,2.00858,0.002608,0.002608,0.002608
114,2808.86,1.11327,1.02033,1.54744,0.65885,0.70152,0.69352,0.44148,1.50589,1.23989,2.00565,0.002542,0.002542,0.002542
115,2833.98,1.0997,1.01018,1.54222,0.60436,0.7444,0.70041,0.44186,1.50182,1.21673,1.99818,0.002476,0.002476,0.002476
116,2860.04,1.08857,1.00183,1.52941,0.6805,0.66626,0.70234,0.4404,1.50398,1.22363,2.00023,0.00241,0.00241,0.00241
117,2885.8,1.10089,1.00597,1.54315,0.62136,0.72161,0.69478,0.44222,1.50267,1.23212,2.00585,0.002344,0.002344,0.002344
118,2910.65,1.08376,1.00127,1.52244,0.67283,0.68156,0.69758,0.44104,1.50038,1.2243,1.99953,0.002278,0.002278,0.002278
119,2936.13,1.09653,1.01228,1.53535,0.66016,0.68999,0.69984,0.43374,1.50818,1.2241,1.9948,0.002212,0.002212,0.002212
120,2959.14,1.08327,1.00217,1.52226,0.67091,0.69442,0.70388,0.44994,1.50278,1.2297,1.99644,0.002146,0.002146,0.002146
121,2983.15,1.08151,0.98944,1.51915,0.68044,0.6705,0.70328,0.45027,1.50509,1.24327,2.00586,0.00208,0.00208,0.00208
